capcode,discipline,locatie/divisie,beschrijving
0903345,BRW,Cluster West,decentrale uitgifte
0903346,BRW,Cluster Noord,decentrale uitgifte
0903347,BRW,Cluster Oost,decentrale uitgifte
0903355,BRW,Beuningen,Verkenningseenheid IBGS
0903356,BRW,Beuningen,Oppervlaktewater Redteam
0903357,BRW,Beuningen,Bezetting BRV
0903358,BRW,Beuningen,Bezetting HA + SBH
0903374,BRW,Beuningen,Postalarm
0903375,BRW,Beuningen,Specialisme Technische Hulpverlening Midden (Teamleden)
0903376,BRW,Beuningen,Specialisme Technische Hulpverlening Midden (Teamleider)
0903384,BRW,Beusichem,First Responders
0903388,BRW,Beusichem,Verzorgingsploeg
0903399,BRW,Beusichem,Bezetting TS
0903404,BRW,Buren,First Responders
0903412,BRW,Buren,Veetakelploeg
0903415,BRW,Buren,Kader
0903424,BRW,Buren,Bezetting TS
0903430,BRW,Lienden,Bezetting HV Ploeg A
0903431,BRW,Lienden,Bezetting HV Ploeg B
0903434,BRW,Lienden,First Responders
0903449,BRW,Lienden,Postalarm
0903454,BRW,Maurik,First Responders
0903456,BRW,Maurik,Bezetting BRV
0903457,BRW,Maurik,Oppervlaktewater Redteam
0903474,BRW,Maurik,TS groep
0903480,BRW,Culemborg,Bezetting HW Ploeg A
0903481,BRW,Culemborg,Bezetting HW Ploeg B
0903482,BRW,Culemborg,Bezetting HW Ploeg C
0903483,BRW,Culemborg,Bezetting HW Alle ploegen
0903484,BRW,Culemborg,Bezetting HW Meeloopcode
0903487,RB,Culemborg,Reddingsbrigade Alarmploeg
0903488,BRW,Culemborg,First Responders
0903490,BRW,Culemborg,Kader
0903491,BRW,Beusichem,Verzorgingsploeg
0903493,BRW,Culemborg,Bezetting TS Meeloopcode
0903495,BRW,Culemborg,Bezetting TS Ploeg A
0903496,BRW,Culemborg,Bezetting TS Ploeg B
0903497,BRW,Culemborg,Bezetting TS Ploeg C
0903499,BRW,Culemborg,Bezetting TS Alle ploegen
0903500,BRW,Cluster Midden,Steunpunt Lokaal Afhandelen
0903504,BRW,Druten,First Responders
0903505,BRW,Druten,Verkenningseenheid
0903518,BRW,Druten,Monitorcode
0903521,BRW,Druten,Bezetting TS Ploeg A
0903522,BRW,Druten,Bezetting TS Ploeg B
0903524,BRW,Druten,Postalarm
0903530,BRW,Asperen,Verkenningseenheid
0903531,BRW,Asperen,Bezetting TS-OR
0903532,BRW,Asperen,Bezetting BRV
0903534,BRW,Asperen,First Responders
0903549,BRW,Asperen,Postalarm
0903554,BRW,Beesd,First Responders
0903555,BRW,Beesd,Bezetting HA
0903569,BRW,Beesd,Veetakelploeg
0903574,BRW,Beesd,Postalarm
0903575,BRW,Cluster West,Steunpunt Lokaal Afhandelen
0903576,BRW,Geldermalsen,Bezetting TS Ploeg A
0903577,BRW,Geldermalsen,Bezetting TS Ploeg B
0903580,BRW,Geldermalsen,Verkenningseenheid
0903581,BRW,Geldermalsen,Bezetting HV Ploeg A
0903582,BRW,Geldermalsen,Bezetting HV Ploeg B
0903584,BRW,Geldermalsen,First Responders
0903587,BRW,Geldermalsen,Opbouwploeg WTS
0903595,BRW,Geldermalsen,Bezetting HA Ploeg A
0903596,BRW,Geldermalsen,Bezetting HA Ploeg B
0903599,BRW,Geldermalsen,Bezetting TS Dagdienst
0903634,BRW,Varik,First Responders
0903635,BRW,Varik,Oppervlaktewater Redteam
0903649,BRW,Varik,Postalarm
0903654,BRW,Waardenburg,First Responders
0903655,BRW,Waardenburg,Oppervlaktewater Redteam
0903661,BRW,Waardenburg,Monitorcode
0903664,BRW,Waardenburg,Bezetting TS Ploeg A
0903665,BRW,Waardenburg,Bezetting TS Ploeg B
0903666,BRW,Waardenburg,Bezetting TS Ploeg C
0903669,BRW,Waardenburg,Bezetting TS Alle ploegen
0903670,BRW,Waardenburg,Bezetting HW Ploeg A
0903671,BRW,Waardenburg,Bezetting HW Ploeg B
0903672,BRW,Waardenburg,Bezetting HW Ploeg C
0903673,BRW,Waardenburg,Bezetting HW Alle ploegen
0903674,BRW,Waardenburg,Postalarm
0903680,BRW,Herwijnen,Verkenningseenheid
0903684,BRW,Herwijnen,First Responders
0903699,BRW,Herwijnen,Postalarm
0903700,BRW,Berg en Dal,Steunpunt Lokaal Afhandelen
0903704,BRW,Groesbeek,First Responders
0903749,BRW,Malden,Postalarm
0903774,BRW,Overasselt,Postalarm
0903784,BRW,Hedel,First Responders
0903786,BRW,Hedel,Bezetting WT Ploeg A
0903787,BRW,Hedel,Bezetting WT Ploeg B
0903799,BRW,Hedel,Postalarm
0903804,BRW,Kerkdriel,Bezetting TS Ploeg A
0903805,BRW,Kerkdriel,Bezetting TS Ploeg B
0903806,BRW,Kerkdriel,Bezetting TS Ploeg C
0903818,BRW,Kerkdriel,Monitorcode
0903834,BRW,Kerkdriel,First Responders
0903845,BRW,Kerkdriel,Oppervlaktewater Redteam
0903884,BRW,Millingen a/d Rijn,First Responders
0903892,BRW,Feuerwehr Stadt Kleve,Löschzug Rindern (Lichtkrant)
0903893,BRW,Feuerwehr Stadt Kleve,Löschzug Rindern (Bezetting TS)
0903899,BRW,Millingen,Bezetting TS
0903904,BRW,Dodewaard,First Responders
0903906,BRW,Dodewaard,Bezetting CO-MU
0903924,BRW,Dodewaard,Bezetting TS
0903934,BRW,Kesteren,First Responders
0903949,BRW,Kesteren,Bezetting TS
0903954,BRW,Ochten,First Responders
0903955,BRW,Ochten,Bezetting HA
0903957,BRW,Ochten,Chauffeurs Stroom Aggregaat Aanhanger
0903974,BRW,Ochten,Bezetting TS
0903980,BRW,Opheusden,Verkenningseenheid
0903984,BRW,Opheusden,First Responders
0903985,BRW,Opheusden,Oppervlaktewater Redteam
0903990,BRW,Opheusden,Team Digitale Verkenning
0903994,BRW,Opheusden,Veetakelploeg
0903999,BRW,Opheusden,Bezetting TS
0904030,BRW,Nijmegen-Centrum,Team Digitale Verkenning
0904040,BRW,Nijmegen,Bezetting Steunpunt Lokaal Afhandelen
0904045,BRW,Nijmegen-Centrum,Bezetting HW
0904049,BRW,Nijmegen-Centrum,Bezetting TS
0904055,BRW,BRW Gelderland-Zuid,Team Brandonderzoek (Alarmcode)
0904056,BRW,BRW Gelderland-Zuid,Team Brandonderzoek (Infocode)
0904074,BRW,Lent,Postalarm
0904084,BRW,Nijmegen-West,Bezetting HW
0904090,BRW,Nijmegen-West,Bezetting PM-RK
0904099,BRW,Nijmegen-West,Bezetting TS
0904100,BRW,Cluster Noord,Bezetting Steunpunt Lokaal Afhandelen
0904101,BRW,Tiel,Bezetting 1e TS
0904102,BRW,Tiel,Bezetting 2e TS
0904107,BRW,Tiel,Bezetting HW Ploeg 1
0904108,BRW,Tiel,Bezetting HW Ploeg 2
0904109,BRW,Tiel,Bezetting HW Dagdienst
0904110,BRW,Tiel,Postalarm
0904114,BRW,Tiel,First Responders
0904115,BRW,Tiel,Schippers BRV
0904145,BRW,Tiel,Bezetting TS Dagdienst
0904146,BRW,Tiel,Bezetting TS ANW Ploeg 1
0904147,BRW,Tiel,Bezetting TS ANW Ploeg 2
0904156,BRW,Ubbergen,Oppervlaktewater Redteam
0904161,BRW,Ubbergen,Bezetting WT
0904170,BRW,Ubbergen,Verkeerstechniek
0904174,BRW,Ubbergen,Bezetting TS
0904195,BRW,Beneden-Leeuwen,Bezetting HA
0904199,BRW,Beneden-Leeuwen,Postalarm
0904204,BRW,Dreumel,First Responders
0904224,BRW,Dreumel,Postalarm
0904234,BRW,Maasbommel,First Responders
0904235,BRW,Maasbommel,Bezetting TS-OR
0904236,BRW,Maasbommel,Bezetting WOV
0904249,BRW,Maasbommel,Postalarm
0904250,BRW,Heumen/Wijchen,Bezetting Steunpunt Lokaal Afhandelen
0904261,BRW,Wijchem,Bezetting 2e TS
0904262,BRW,Wijchem,Bezetting TS Ploeg A
0904263,BRW,Wijchem,Bezetting TS Ploeg B
0904267,BRW,Wijchem,Bezetting HW Ploeg A
0904268,BRW,Wijchem,Bezetting HW Ploeg B
0904270,BRW,Wijchem,Bezetting HV-KR
0904274,BRW,Wijchem,Postalarm
0904275,BRW,Cluster Zuid,Bezetting Steunpunt Lokaal Afhandelen
0904284,BRW,Brakel,First Responders
0904299,BRW,Brakel,Postalarm
0904304,BRW,Gameren,First Responders
0904312,BRW,Zaltbommel Brakel/Gameren/Nederhemert,Gaspakdragers
0904324,BRW,Gameren,Postalarm
0904332,BRW,Nederhemert,Oppervlaktewater Redteam
0904334,BRW,Nederhemert,First Responders
0904349,BRW,Nederhemert,Postalarm
0904355,BRW,Zaltbommel,Verkenningseenheid
0904359,BRW,Zaltbommel,First Responders
0904362,BRW,Zaltbommel,Bezetting HV Ploeg 1
0904363,BRW,Zaltbommel,Bezetting HV Ploeg 2
0904374,BRW,Zaltbommel,Postalarm
0904376,BRW,Neder-Betuwe,Dienstwisselcode
0904397,BRW,Groesbeek,Verkenningseenheid
0904471,BRW,Groesbeek,Bezetting WT Ploeg 1 ANW
0904472,BRW,Groesbeek,Bezetting WT Ploeg 2 ANW
0904473,BRW,Groesbeek,Bezetting WT
0904479,BRW,Groesbeek,Monitorcode
0904480,BRW,Groesbeek,Bezetting TS
0904999,BRW,Regionaal,Monitorcode GRIP
0923000,AMBU,MKA Oost-Nederland,Gelderland-Midden Meldingen in Cluster West
0923001,AMBU,MKA Oost-Nederland,Gelderland-Zuid Meldingen in Cluster Oost
0923100,AMBU,MKA Gelderland-Zuid,Monitor
0923110,AMBU,Regionaal,Ambulance 08-110
0923111,AMBU,Regionaal,Ambulance 08-111
0923112,AMBU,Regionaal,Ambulance 08-112
0923113,AMBU,Regionaal,Ambulance 08-113
0923114,AMBU,Regionaal,Ambulance 08-114
0923115,AMBU,Regionaal,Ambulance 08-115
0923116,AMBU,Regionaal,Ambulance 08-116
0923117,AMBU,Regionaal,Ambulance 08-117
0923118,AMBU,Regionaal,Ambulance 08-118
0923119,AMBU,Regionaal,Ambulance 08-119
0923120,AMBU,Regionaal,Ambulance 08-129
0923121,AMBU,Regionaal,Ambulance 08-128
0923122,AMBU,Regionaal,Ambulance 08-127
0923123,AMBU,Regionaal,Ambulance 08-126
0923124,AMBU,Regionaal,Ambulance 08-125
0923125,AMBU,Regionaal,Ambulance 08-124
0923126,AMBU,Regionaal,Ambulance 08-123
0923127,AMBU,Regionaal,Ambulance 08-122
0923128,AMBU,Regionaal,Ambulance 08-121
0923129,AMBU,Regionaal,Ambulance 08-120
0923130,AMBU,Regionaal,Ambulance 08-130
0923131,AMBU,Regionaal,Ambulance 08-131
0923132,AMBU,Regionaal,Ambulance 08-132
0923133,AMBU,Regionaal,Ambulance 08-133
0923190,AMBU,Regionaal,Ambulance Kamp Heumensoord
0923201,AMBU,Regionaal,Middencomplexe zorg 201
0923202,AMBU,Regionaal,Middencomplexe zorg 202
0923203,AMBU,Regionaal,Middencomplexe zorg 203
0923204,AMBU,Regionaal,Middencomplexe zorg 204
0923205,AMBU,Regionaal,Middencomplexe zorg 205
0923206,AMBU,Regionaal,Middencomplexe zorg 206
0923207,AMBU,Regionaal,Middencomplexe zorg 207
0923291,AMBU,Regionaal,Rode Kruis (Noodhulpteam)
0923301,AMBU,Regionaal,MICU Nijmegen 08-301
0923302,AMBU,Regionaal,MICU Nijmegen 08-301 (nieuwe MICU)
0923320,AMBU,Regionaal,Ambulancemotor 08-320
0923322,AMBU,Regionaal,Ambulancemotor 08-322
0923340,AMBU,Regionaal,Rapid Responder 08-340
0923341,AMBU,Regionaal,Rapid Responder 08-341
0923342,AMBU,Regionaal,Rapid Responder 08-342
0923343,AMBU,Regionaal,Rapid Responder 08-343
0923344,AMBU,Regionaal,Rapid Responder 08-344
0923345,AMBU,Regionaal,Rapid Responder 08-345
0923504,AMBU,Regionaal,Medisch Manager Ambulancezorg
0923508,AMBU,Regionaal,TCO west
0923509,AMBU,Regionaal,TCO oost
0923798,AMBU,Regionaal,Crisiscoördinator GGD
0923799,AMBU,Regionaal,Forensisch arts
0923801,AMBU,Regionaal,OvD-G 08-801
0923802,AMBU,Regionaal,OvD-G 08-802
0923803,AMBU,Regionaal,OvD-G 08-803
0923804,AMBU,Regionaal,OvD-G 08-804
0923805,AMBU,Regionaal,OvD-G 08-805
0923811,AMBU,Regionaal,Vierdaagse Motorambu
0923841,AMBU,Regionaal,Algemeen Commandant Geneeskundige Zorg
0923845,AMBU,Regionaal,IOM OvD-G
0923855,AMBU,Regionaal,Algemeen Commandant Geneeskundige Zorg
0923871,AMBU,Tiel,Rode Kruis Noodhulpteam
0923875,AMBU,MKA Oost-Nederland,Centralist
0923878,AMBU,Regionaal,Leider Kernteam
0923879,AMBU,Regionaal,HIN
0923883,AMBU,Regionaal,Medische ondersteuning Evenementen
0923884,AMBU,Regionaal,Medische ondersteuning Evenementen
0923885,AMBU,Regionaal,Medische ondersteuning Evenementen
0923886,AMBU,Regionaal,Medische ondersteuning Evenementen
0923887,AMBU,Regionaal,Medische ondersteuning Evenementen
0923888,AMBU,Regionaal,Medische ondersteuning Evenementen
0923993,LifeLiner,Volkel,Traumahelikopter LifeLiner 3
0923999,AMBU,ZCC Nijmegen,Monitor
0933350,POL,OC-P,Persinformatie
0933400,POL,Stichting Wildaanrijdingen Nederland,Wildbeheereenheid (Land van Gelre)
0933401,POL,Stichting Wildaanrijdingen Nederland,Wildbeheereenheid (Circul van de Ooij en Millingen)
0933402,POL,Stichting Wildaanrijdingen Nederland,Wildbeheereenheid Wijchen & Waal
0933403,POL,Stichting Wildaanrijdingen Nederland,Wildbeheereenheid
0933404,POL,Stichting Wildaanrijdingen Nederland,Wildbeheereenheid Tielerwaard Oost
0933406,POL,Stichting Wildaanrijdingen Nederland,Wildbeheereenheid De Bommelerwaard
