capcode,discipline,locatie/divisie,beschrijving
0704739,BRW,GMK,Beheer OMS
0704997,BRW,Regionaal,Boswachter Goois Natuurreservaat
0704998,BRW,MKB Flevoland/Gooi en Vechtstreek,Alarmcode Meldkamer Bergingsdienst
0704999,BRW,GMK,Lichtkrant
0723002,AMBU,GHOR Gooi en Vechtstreek,OvD-G
0723010,AMBU,MKA Gooi en Vechtstreek,Proefalarm RAV - GHOR
0723011,AMBU,MKA Flevoland/Gooi en Vechtstreek,Infocode GRIP 1
0723012,AMBU,MKA Flevoland/Gooi en Vechtstreek,Infocode GRIP 2
0723013,AMBU,MKA Flevoland/Gooi en Vechtstreek,Infocode GRIP 3
0723014,AMBU,MKA Flevoland/Gooi en Vechtstreek,Infocode GRIP 4
0723083,AMBU,Gooi&Vechtstreek,Ambulance 14-183
0723084,AMBU,Gooi&Vechtstreek,Ambulance 14-184
0723085,AMBU,Gooi&Vechtstreek,Ambulance 14-185
0723086,AMBU,Gooi&Vechtstreek,Ambulance 14-186
0723087,AMBU,Gooi&Vechtstreek,Ambulance 14-187
0723088,AMBU,Gooi&Vechtstreek,Ambulance 14-188
0723089,AMBU,Gooi&Vechtstreek,Ambulance 14-189
0723092,AMBU,Gooi&Vechtstreek,Ambulance 14-192
0723159,AMBU,Gooi&Vechtstreek,Middencomplexe zorg 14-211
0723190,AMBU,Gooi&Vechtstreek,Ambulance 14-190
0723191,AMBU,Gooi&Vechtstreek,Ambulance 14-191
0723192,AMBU,Gooi&Vechtstreek,Ambulance 14-192
0723193,AMBU,Gooi&Vechtstreek,Ambulance 14-193
0723213,AMBU,Gooi&Vechtstreek,Middencomplexe zorg 14-213
0723214,AMBU,Gooi&Vechtstreek,Middencomplexe zorg 14-214
0723215,AMBU,Gooi&Vechtstreek,Middencomplexe zorg 14-215
0723381,AMBU,Gooi&Vechtstreek,OvD-G-Rapid Responder 14-381
0723382,AMBU,Gooi&Vechtstreek,OvD-G-Rapid Responder 14-382
0723412,AMBU,Gooi&Vechtstreek,Middencomplexe zorg 14-212
0723800,AMBU,MKA Gooi&Vechtstreek/Flevoland,Info alle Ambulances
0723901,AMBU,Gooi&Vechtstreek,Noodhulpteam - UGS 1
0723902,AMBU,Gooi&Vechtstreek,Noodhulpteam - UGS 2
0723904,AMBU,Gooi&Vechtstreek,Noodhulpteam - UGS 4
0723913,AMBU,Gooi&Vechtstreek,Noodhulpteam - Monitor
0733401,POL,Politie Eenheid Midden-Nederland,Mediadesk Gooi en Vechtstreek
0733404,POL,OC-P,Persinformatie
