capcode,discipline,locatie/divisie,beschrijving
1301356,BRW,Cadzand,Bezetting TS Dagdienst
1301357,BRW,Cadzand,First Responders
1301358,BRW,Oostburg,Bezetting TS ANW Ploeg 1
1301359,BRW,Oostburg,Bezetting TS ANW Ploeg 2
1301361,BRW,Oostburg,Bezetting TS Dagdienst
1301364,BRW,Sluis,Kazernetechniek
1301365,BRW,Sluis,Bezetting TS ANW
1301366,BRW,Sluis,Bezetting TS Dagdienst
1301367,BRW,Oostburg,Bezetting HW ANW Ploeg 1
1301368,BRW,Oostburg,Bezetting HW ANW Ploeg 2
1301370,BRW,Oostburg,Bezetting HW Dagdienst
1301371,BRW,Oostburg,Bezetting WT ANW Ploeg 1
1301372,BRW,Oostburg,Bezetting WT ANW Ploeg 2
1301374,BRW,Oostburg,Bezetting WT Dagdienst
1301375,BRW,Oostburg,Bezetting HA ANW Ploeg 1
1301376,BRW,Oostburg,Bezetting HA ANW Ploeg 2
1301378,BRW,Oostburg,Bezetting HA+HVH -Dagdienst
1301380,BRW,IJzendijke,Bezetting TS ANW
1301381,BRW,IJzendijke,Bezetting TS Dagdienst
1301382,BRW,IJzendijke,Kazernetechniek
1301389,BRW,Oostburg,Kazernetechniek/Lichtkrant
1301532,BRW,Walcheren,Gids Natuurgebieden Walcheren
1301537,BRW,Middelburg-Stromenweg,Bezetting TS Dagdienst
1301538,BRW,Middelburg-Stromenweg,Bezetting TS ANW
1301540,BRW,Middelburg-Stromenweg,Herbezettingsploeg
1301541,BRW,Middelburg-Stromenweg,Bezetting AL Ploeg 1
1301542,BRW,Middelburg-Stromenweg,Bezetting AL Ploeg 2
1301544,BRW,Middelburg-Stromenweg,Bezetting AL Dagdienst
1301547,BRW,Middelburg-Stromenweg,Duikploeg
1301550,BRW,Middelburg-Stromenweg,Bezetting HA ANW
1301551,BRW,Middelburg-Stromenweg,Bezetting HA Dagdienst
1301554,BRW,Middelburg-Stromenweg,Bezetting HA ANW Ploeg 1
1301555,BRW,Middelburg-Stromenweg,Bezetting HA ANW Ploeg 2
1301556,BRW,Middelburg-Stromenweg,Bezetting HA Vakantieploeg
1301558,BRW,Middelburg-Stromenweg,Kazernetechniek
1301559,BRW,Middelburg-Rooseveltlaan,Bezetting TS ANW
1301560,BRW,Middelburg-Rooseveltlaan,Bezetting TS Dagdienst
1301564,BRW,Middelburg-Rooseveltlaan,Kazernetechniek
1301565,BRW,Arnemuiden,Bezetting TS ANW
1301566,BRW,Arnemuiden,Bezetting TS Dagdienst
1301571,BRW,Arnemuiden,Informatie- en Coordinatieteam
1301573,BRW,Arnemuiden,Kazernetechniek
1301574,BRW,Middelburg-Torenweg,Bezetting TS Dagdienst
1301575,BRW,Middelburg-Torenweg,Bezetting TS ANW
1301578,BRW,Middelburg-Torenweg,Gaspakteam
1301580,BRW,Middelburg-Torenweg,Kazernetechniek
1301585,BRW,Vlissingen-Souburg,Bezetting TS Dagdienst
1301586,BRW,Vlissingen-Souburg,Bezetting TS ANW
1301588,BRW,Vlissingen-Souburg,Bezetting WT
1301590,BRW,Vlissingen-Souburg,Kazernetechniek
1301592,BRW,Vlissingen-Olympiaweg,Chauffeursploeg 1 HA ANW
1301593,BRW,Vlissingen-Olympiaweg,Chauffeursploeg 2 HA ANW
1301595,BRW,Vlissingen-Olympiaweg,Bezetting TS ANW Ploeg 1
1301596,BRW,Vlissingen-Olympiaweg,Bezetting TS ANW Ploeg 2
1301599,BRW,Vlissingen-Olympiaweg,Bezetting TS Dagdienst
1301601,BRW,MIRG Zeeland,Maritiem Incident Respons Groep Alarmcode
1301602,BRW,MIRG Zeeland,Command and Control Team
1301603,BRW,Vlissingen-Olympiaweg,Bezetting HW Ploeg 1
1301604,BRW,Vlissingen-Olympiaweg,Bezetting HW Ploeg 2
1301605,BRW,Vlissingen-Olympiaweg,Bezetting HW Vakantiecode
1301617,BRW,Vlissingen-Olympiaweg,Kazernetechniek
1301618,BRW,MIRG Zeeland,Monitorcode
1301851,BRW,Axel,Bezetting TS Dagdienst
1301852,BRW,Axel,Bezetting TS ANW
1301853,BRW,Axel,Bezetting HA
1301857,BRW,Axel,Verkenningseenheid
1301859,BRW,Axel,Kazernetechniek
1301861,BRW,Mauritsfort Hoek,Bezetting TS Dagdienst
1301862,BRW,Mauritsfort Hoek,Bezetting TS ANW
1301863,BRW,Mauritsfort Hoek,Bezetting HA-KR + HVH
1301865,BRW,Mauritsfort Hoek,Kazernetechniek
1301868,BRW,Sluiskil,Lichtkrant
1301869,BRW,Sluiskil,Bezetting TS Dagdienst
1301870,BRW,Sluiskil,Bezetting TS ANW
1301875,BRW,Westdorpe,Kazernetechniek
1301876,BRW,Westdorpe,Bezetting TS ANW
1301878,BRW,Westdorpe,Bezetting TS Dagdienst
1301884,BRW,Zaamslag,Lichtkrant
1301885,BRW,Zaamslag,Bezetting TS ANW
1301886,BRW,Zaamslag,Bezetting TS Dagdienst
1301889,BRW,Biervliet,Bezetting TS ANW
1301890,BRW,Biervliet,Bezetting TS Dagdienst
1301891,BRW,Biervliet,Verkenningseenheid
1301895,BRW,Biervliet,Kazernetechniek
1301896,BRW,Koewacht,Lichtkrant
1301897,BRW,Koewacht,Bezetting TS ANW
1301898,BRW,Koewacht,Bezetting TS Dagdienst
1301900,BRW,Sas van Gent,Lichtkrant
1301901,BRW,Sas van Gent,Bezetting TS ANW
1301903,BRW,Sas van Gent,Bezetting TS Dagdienst
1301907,BRW,Sas van Gent,Gaspakteam
1301912,BRW,Terneuzen Zuidlandstraat,Lichtkrant
1301913,BRW,Terneuzen Zuidlandstraat,Bezetting TS ANW Ploeg 1
1301914,BRW,Terneuzen Zuidlandstraat,Bezetting TS ANW Ploeg 2
1301915,BRW,Terneuzen Zuidlandstraat,Bezetting TS Dagdienst
1301916,BRW,Terneuzen Koegors,Bezetting TS ANW
1301923,BRW,Terneuzen Koegors,Bezetting WT
1301926,BRW,Terneuzen Zuidlandstraat,Bezetting HW Ploeg 1
1301927,BRW,Terneuzen Zuidlandstraat,Bezetting HW Ploeg 2
1301928,BRW,Terneuzen Zuidlandstraat,Bezetting HW Dagdienst
1301938,BRW,Terneuzen Koegors,Bezetting SB
1301945,BRW,Terneuzen Koegors,Kazernebezetting TS
1301947,BRW,Terneuzen Koegors,Duikploeg
1301951,BRW,Terneuzen Koegors,Bezetting ABH
1301955,BRW,Terneuzen Koegors,Lichtkrant
1301958,BRW,Terneuzen Koegors,Bezetting HA
1301960,BRW,Terneuzen Koegors,Redteam Hoogteverschillen
1301963,BRW,Sluiskil,Logistieke Ploeg
1301965,BRW,Sluiskil,Bezetting PM-UHD
1302251,BRW,Sint Annaland,Kazernetechniek
1302259,BRW,Sint Annaland,Bezetting HV Ploeg 1
1302260,BRW,Sint Annaland,Bezetting TS Dagdienst
1302261,BRW,Sint Annaland,Bezetting TS ANW
1302262,BRW,Sint Annaland,Bezetting WT Ploeg 1
1302263,BRW,Sint Annaland,Bezetting WT Ploeg 2
1302264,BRW,Sint Annaland,Bezetting HV Ploeg 2
1302265,BRW,Sint Maartensdijk,Bezetting TS Dagdienst
1302267,BRW,Sint Maartensdijk,Bezetting TS ANW
1302269,BRW,Sint Maartensdijk,Kazernetechniek
1302270,BRW,Sint Philipsland,Bezetting TS Dagdienst
1302272,BRW,Sint Philipsland,Bezetting TS ANW
1302274,BRW,Sint Philipsland,Kazernetechniek
1302275,BRW,Stavenisse,Bezetting TS Dagdienst
1302276,BRW,Stavenisse,Bezetting BRV Scaldis ANW
1302277,BRW,Stavenisse,Bezetting TS ANW
1302278,BRW,Stavenisse,Bezetting BRV Scaldis Dagdienst
1302279,BRW,Stavenisse,Kazernetechniek
1302280,BRW,Tholen,Bezetting TS Dagdienst
1302281,BRW,Tholen,Bezetting TS ANW
1302284,BRW,Tholen,Bootploeg Dagdienst
1302285,BRW,Tholen,Bootploeg ANW
1302287,BRW,Sint Philipsland,Verkenningseenheid IBGS
1302290,BRW,Tholen,Duikploeg
1302295,BRW,Tholen,Kazernetechniek
1302405,BRW,Domburg,Bezetting TS ANW
1302406,BRW,Domburg,Bezetting TS Dagdienst
1302409,BRW,Domburg,Kazernetechniek
1302410,BRW,Koudekerke,Bezetting TS ANW
1302411,BRW,Koudekerke,Bezetting TS Dagdienst
1302412,BRW,Koudekerke,First Responders
1302414,BRW,Koudekerke,Kazernetechniek
1302415,BRW,Oostkapelle,Bezetting TS ANW
1302416,BRW,Oostkapelle,Bezetting TS Dagdienst
1302419,BRW,Oostkapelle,Kazernetechniek
1302420,BRW,Serooskerke,Bezetting TS ANW
1302421,BRW,Serooskerke,Bezetting TS Dagdienst
1302422,BRW,Serooskerke,Bezetting WT
1302424,BRW,Serooskerke,Kazernetechniek
1302425,BRW,Veere,Bezetting TS ANW
1302426,BRW,Veere,Bezetting TS Dagdienst
1302429,BRW,Veere,Kazernetechniek
1302430,BRW,Westkapelle,Bezetting TS ANW
1302431,BRW,Westkapelle,Bezetting TS Dagdienst
1302434,BRW,Westkapelle,Kazernetechniek
1302435,BRW,Zoutelande,Bezetting TS ANW
1302436,BRW,Zoutelande,Bezetting TS Dagdienst
1302439,BRW,Zoutelande,Kazernetechniek
1302442,BRW,Zoutelande,Verkenningseenheid
1302630,KNRM,KNRM Zeeland,Monitorcode
1302632,KNRM,KNRM Reddingstation Neeltje-Jans - binnen,Bezetting Reddingboot Fred
1302633,KNRM,KNRM Neeltje Jans - buiten,Bezetting Reddingboot Koopmansdank
1302635,KNRM,KNRM Reddingstation Veere,Bezetting Reddingboot Oranje
1302637,KNRM,KNRM Reddingstation Westkapelle,Bezetting Reddingboot Uly
1302638,KNRM,KNRM Reddingstation Westkapelle,Walploeg
1302640,KNRM,KNRM Reddingstation Breskens,Bezetting Reddingboot Zeemanshoop Leng
1302642,KNRM,KNRM Reddingstation Cadzand,Bezetting Reddingboot Winifred Lucy Verkade-Clark
1302643,KNRM,KNRM Reddingstation Cadzand,Walploeg
1302645,KNRM,KNRM Reddingstation Hansweert,Bezetting Reddingboot Jan van Engelenburg
1302648,KNRM,KNRM Ouddorp Binnen,Bezetting Reddingboot
1302649,KNRM,KNRM Ouddorp Buiten,Bezetting Reddingboot
1302660,BRW,Bedrijfsbrandweer Dow Chemical,Monitorcode
1302663,BRW,Bedrijfsbrandweer Dow Chemical,OvD
1302668,BRW,Bedrijfsbrandweer Dow Chemical,Korpsalarm
1302760,BRW,Verkeerscentrale Westerscheldetunnel/Sluiskiltunnel,Lichtkrant
1302779,BRW,BRW Zeeland (North Sea Port),Lichtkrant
1302785,BRW,Rotterdam,DCMR Seveso (Infocode)
1302801,BRW,Regionaal,OvD-Bevolkingszorg Borsele
1302802,BRW,Regionaal,OvD-Bevolkingszorg Goes
1302803,BRW,Regionaal,OvD-Bevolkingszorg Hulst
1302804,BRW,Regionaal,OvD-Bevolkingszorg Kapelle
1302805,BRW,Regionaal,OvD-Bevolkingszorg Middelburg
1302806,BRW,Regionaal,AOV/OvD-Bevolkingszorg Noord-Beveland
1302807,BRW,Regionaal,OvD-Bevolkingszorg Reimerswaal
1302808,BRW,Regionaal,OvD-Bevolkingszorg Schouwen-Duiveland
1302809,BRW,Regionaal,OvD-Bevolkingszorg Sluis
1302810,BRW,Regionaal,OvD-Bevolkingszorg Terneuzen
1302811,BRW,Regionaal,OvD-Bevolkingszorg Tholen
1302812,BRW,Regionaal,OvD-Bevolkingszorg Veere
1302813,BRW,Regionaal,OvD-Bevolkingszorg Vlissingen
1302871,BRW,Regionaal,OvD Bevolkingszorg (Persoonlijke Code)
1302880,BRW,Regionaal,Algemeen Commandant Bevolkingszorg
1302916,BRW,Regionaal,Leider CoPI Zeeuws-Vlaanderen
1302917,BRW,Regionaal,Leider CoPI Oosterscheldebekken
1302919,BRW,Regionaal,Regionaal Operationeel Leider
1302947,BRW,Regionaal,Communicatie Adviseur ROT
1302988,BRW,Regionaal,Actiecentrum Brandweer
1302989,BRW,Regionaal,Hoofd sectie Brandweer
1302990,BRW,Regionaal,Hoofd Bron en Effectbestrijding Midden-West
1302991,BRW,Regionaal,Hoofd Bron en Effectbestrijding Noord-West
1302995,BRW,Regionaal,Nucleair Adviseur
1302996,BRW,Regionaal,Ondersteuner Sectie BRW / LCMS
1302998,BRW,Regionaal,Coordinator Logistiek
1303030,BRW,Middelburg-Stromenweg,DPH-GW 19-8460
1303031,BRW,Goes-Oranjeweg,DPH 19- 8961
1303034,BRW,Tholen,DPH 19-8260
1303036,BRW,Oostburg Stampershoek,DPH-GW 19-6561
1303037,BRW,Axel,DPH 19-8664
1303041,BRW,Goes-Oranjeweg,SLH 19-4369 BiZa
1303042,BRW,Goes-Oranjeweg,WTH 19-4366 (12.000 L)
1303047,BRW,Terneuzen Koegors,SLH-GW 19-8666
1303062,BRW,Goes-Oranjeweg,HA 19-8981
1303063,BRW,Goes-Oranjeweg,HA 19-8983
1303065,BRW,Tholen,HA 19-8280
1303066,BRW,Axel,HA 19-8686
1303067,BRW,Terneuzen Koegors,HA 19-8682
1303068,BRW,Schoondijke,HA 19-5648
1303069,BRW,Middelburg-Stromenweg,HA 19-8481
1303072,BRW,Goes-Oranjeweg,HA 19-8982
1303081,BRW,Goes-Oranjeweg,ABH 19-8480
1303082,BRW,Goes-Oranjeweg,BOH-DC 8920
1303083,BRW,Goes-Oranjeweg,VZU 19-4389
1303086,BRW,Terneuzen Koegors,ABH 19-8689
1303089,BRW,Oosterland,LIH 19-4373
1303090,BRW,Goes-Oranjeweg,COH 19-8999
1303094,BRW,Zierikzee,VC2 19-4293
1303095,BRW,AGS Zuid,DV 8620
1303096,BRW,Terneuzen Koegors,COH 19-8699
1303130,BRW,Oostburg,TS 19-6530
1303131,BRW,Breskens,TS 19-6531
1303132,BRW,Cadzand,TS 19-6532
1303134,BRW,Ijzendijke,TS 19-6534
1303135,BRW,Aardenburg,TS 19-6535
1303136,BRW,Sluis,TS 19-6533
1303160,BRW,Oostburg,HA 19-6580
1303163,BRW,Oostburg,WT 19-6560
1303170,BRW,Oostburg,HVH 19-6570
1303201,BRW,Sint Philipsland,OGS / Verkenningseenheid Brandweer (Meetgroep)
1303212,BRW,Tholen,Reddingboot Eendracht 19-2212
1303230,BRW,Tholen,TS 19-4230
1303231,BRW,Sint Philipsland,TS 19-4231
1303232,BRW,Sint Annaland,TS 19-4232
1303233,BRW,Stavenisse,TS 19-2233
1303234,BRW,Sint Maartensdijk,TS 19-4234
1303262,BRW,Sint Annaland,TW 19-4262 (16.000 L incl. one-seven systeem)
1303283,BRW,Stavenisse,Reddingboot Scaldis (WOV 19-2213)
1303295,BRW,Tholen,DA-OD 19-2295
1303330,BRW,Terneuzen post Zuidlandstraat,TS 19-6630
1303331,BRW,Terneuzen post Zuidlandstraat,TS 19-6631
1303332,BRW,Mauritsfort Hoek,TS 19-6632
1303334,BRW,Sluiskil,TS 19-6634
1303335,BRW,Sas van Gent,TS 19-6635
1303336,BRW,Axel,TS 19-6636
1303337,BRW,Westdorpe,TS-BO 19-6637
1303338,BRW,Koewacht,TS 19-6638
1303339,BRW,Zaamslag,TS 19-6639
1303346,BRW,Biervliet,TS 19-6633
1303350,BRW,Terneuzen post Zuidlandstraat,HW 19-6650
1303360,BRW,Terneuzen post Koegors,SIV 19-6660
1303361,BRW,Terneuzen post Koegors,SB/CAFS 19-6661
1303363,BRW,Terneuzen post Koegors,HA-KR 6681
1303364,BRW,Terneuzen post Koegors,WTA 19-8662 (23.000 liter)
1303365,BRW,Terneuzen post Koegors,DPHS 19-8663
1303367,BRW,Terneuzen post Koegors,PBA 19-6667
1303372,BRW,Mauritsfort Hoek,HA-KR-HVH 19-6672
1303377,BRW,Terneuzen post Koegors,TS4 19-6666
1303381,BRW,Terneuzen post Koegors,WO/OGS 19-6610
1303383,BRW,Terneuzen post Koegors,Truck 19-8681
1303385,BRW,Sas van Gent,DV-GP 19-6625
1303389,BRW,Sluiskil,SIV 6664 met COBRA systeem
1303390,BRW,Terneuzen Koegors,RH 19-6671
1303394,BRW,Regionaal,HOvD Zuid Dienst auto
1303395,BRW,Regionaal,OvD Zuid-Oost Dienst auto 19-6695
1303414,BRW,Regionaal,TS reserve 19-8034
1303415,BRW,Regionaal,TS reserve 19-8631
1303430,BRW,Hulst,TS 19-6730
1303431,BRW,Hulst,TS 19-6731
1303435,BRW,Kloosterzande,TS 19-6735
1303436,BRW,Vogelwaarde,TS 19-6736
1303450,BRW,Hulst,HW 19-6750
1303451,BRW,Borsele,Tankautospuit(TS) reserve
1303452,BRW,Zierikzee,HW 19-2859
1303469,BRW,Wolphaartsdijk,TS 19-4933
1303470,BRW,Hulst,HV 19-6770
1303501,BRW,Vlissingen Olympiaweg,DB 19-4401
1303502,BRW,Vlissingen-Souburg,DB 19-4402
1303510,BRW,Middelburg-Stromenweg,WO 19-4510
1303516,BRW,Oosterland,HA 19-8883
1303530,BRW,Middelburg-Stromenweg,TS 19-4530
1303531,BRW,Vlissingen Olympiaweg,TS 19-4431
1303532,BRW,Oost-Souburg,TS 19-4432
1303533,BRW,Middelburg-Torenweg,TS 19-4533
1303534,BRW,Arnemuiden,TS 19-4534
1303535,BRW,Middelburg-Rooseveltlaan,TS 19-4535
1303538,BRW,Regionaal,TS reserve 19-8035
1303539,BRW,Regionaal,TS reserve 19-8539
