capcode,discipline,locatie/divisie,beschrijving
0700821,BRW,Zeewolde,Bevelvoerder van Dienst Ploeg 2
0700822,BRW,Zeewolde,Chauffeursploeg 2
0700823,BRW,Zeewolde,Veetakelploeg 2
0700825,BRW,Zeewolde,Schippers Ploeg 2
0700830,BRW,Zeewolde,Bezetting TS Ploeg 3
0700831,BRW,Zeewolde,Bevelvoerder van Dienst Ploeg 3
0700832,BRW,Zeewolde,Chauffeursploeg 3
0700833,BRW,Zeewolde,Veetakelploeg 3
0700835,BRW,Zeewolde,Schippers Ploeg 3
0700911,BRW,Almere,OvD Bevolkingszorg (Alarmcode)
0700912,BRW,Almere,OvD Bevolkingszorg (Infocode)
0700921,BRW,Dronten,OvD Bevolkingszorg (Alarmcode)
0700922,BRW,Dronten,OvD Bevolkingszorg (Infocode)
0700931,BRW,Lelystad,OvD Bevolkingszorg (Alarmcode)
0700932,BRW,Lelystad,OvD Bevolkingszorg (Infocode)
0700941,BRW,Noordoostpolder,OvD Bevolkingszorg (Alarmcode)
0700942,BRW,Noordoostpolder,OvD Bevolkingszorg (Infocode)
0700951,BRW,Urk,OvD Bevolkingszorg (Alarmcode)
0700952,BRW,Urk,OvD Bevolkingszorg (Infocode)
0700961,BRW,Zeewolde,OvD Bevolkingszorg (Alarmcode)
0700962,BRW,Zeewolde,OvD Bevolkingszorg (Infocode)
0700971,BRW,Regionaal,Informatiemanager CoPI
0700980,BRW,Regionaal,Natuurbeheer
0701101,BRW,Almere-Poort,Lichtkrant
0701601,BRW,Emmeloord,Kazernetechniek
0701602,BRW,Emmeloord,Lichtkrant
0701800,BRW,Zeewolde,Lichtkrant
0720001,AMBU,MKA Flevoland,Proefalarm RAV - GHOR
0720002,AMBU,GHOR Flevoland,OvD-G
0720004,AMBU,MKA Flevoland,HS-GHOR Regionaal Operationeel Centrum
0720011,AMBU,MKA Flevoland/Gooi en Vechtstreek,Infocode GRIP 1
0720012,AMBU,MKA Flevoland/Gooi en Vechtstreek,GRIP 2
0720013,AMBU,MKA Flevoland/Gooi en Vechtstreek,GRIP 3
0720014,AMBU,MKA Flevoland/Gooi en Vechtstreek,GRIP 4
0720070,AMBU,Nederlandse Rode Kruis,Noodhulp Team Almere
0720072,AMBU,Nederlandse Rode Kruis,Noodhulp Team Lelystad
0720074,AMBU,Nederlandse Rode Kruis,Noodhulp Team Urk
0720076,AMBU,Nederlandse Rode Kruis,Noodhulp Team Zeewolde
0720930,AMBU,Regionaal,Commandant van Dienst-Geneeskundig
0723140,AMBU,Regionaal,Ambulance 25-111
0723141,AMBU,Regionaal,Ambulance 25-112
0723142,AMBU,Regionaal,Ambulance 25-113
0723143,AMBU,Regionaal,Ambulance 25-114
0723144,AMBU,Regionaal,Ambulance 25-115
0723145,AMBU,Regionaal,Ambulance 25-116
0723148,AMBU,Regionaal,Ambulance 25-119
0723149,AMBU,Regionaal,Ambulance 25-120
0723150,AMBU,Regionaal,Ambulance 25-121
0723151,AMBU,Regionaal,Ambulance 25-122
0723152,AMBU,Regionaal,Ambulance 25-123
0723153,AMBU,Regionaal,Ambulance 25-124
0723154,AMBU,Regionaal,Ambulance 25-125
0723155,AMBU,Regionaal,Ambulance 25-126
0723156,AMBU,Regionaal,Ambulance 25-127
0723157,AMBU,Regionaal,Ambulance 25-128
0723158,AMBU,Regionaal,Ambulance 25-129
0723160,AMBU,Regionaal,Ambulance 25-131
0730000,POL,Politie Eenheid Midden-Nederland,Monitor
0730100,POL,Politie Eenheid Midden-Nederland,Mobiele Eenheid (Proefalarm)
0730108,POL,Politie Eenheid Midden-Nederland,BCCB (Piketsectie ME)
0730211,POL,Politie Eenheid Midden-Nederland,Team Explosieven en Veiligheid
0730305,POL,Politie Eenheid Midden-Nederland,Persvoorlichting Flevoland
0730307,POL,Politie Eenheid Midden-Nederland,DROC (Beheer Politie Lelystad)
0730310,POL,Politie Eenheid Midden-Nederland,Onderhandelaar
0730313,POL,Politie Eenheid Midden-Nederland,Flevoland (Meldkamer)
0730316,POL,OC-P,Persinformatie
