capcode,discipline,locatie/divisie,beschrijving
0706510,BRW,Bunschoten,Bezetting TS Ploeg 2
0706511,BRW,Bunschoten,Bezetting TS Ploeg 3
0706512,BRW,Bunschoten,Dienstwisselcode
0706513,BRW,Bunschoten,Postalarm
0706514,BRW,Eemland,OvD (Eemland Noord)
0706515,BRW,Bunschoten,Noodalarmering
0706576,BRW,De Bilt,AED Alarm
0706577,BRW,Bilthoven,AED Alarm
0706578,BRW,Westbroek-Tienhoven,AED Alarm
0706579,BRW,Groenekan,AED Alarm
0706580,BRW,Maartensdijk,AED Alarm
0706582,BRW,Binnensticht,OvD Binnensticht/Kromme Rijn
0706583,BRW,De Bilt,Postalarm
0706584,BRW,Bilthoven,Bezetting TS Ploeg 1
0706585,BRW,Bilthoven,Bezetting TS Ploeg 2
0706587,BRW,Bilthoven,Bevelvoerder van Dienst
0706588,BRW,Bilthoven,Bezetting HA
0706589,BRW,Bilthoven,Dagondersteuning
0706590,BRW,Westbroek-Tienhoven,Postalarm
0706591,BRW,Bilthoven,Bezetting ABH
0706595,BRW,Maartensdijk,Postalarm
0706597,BRW,Groenekan,Postalarm
0706598,BRW,De Bilt,Noodalarmering
0706599,BRW,Bilthoven,Noodalarmering
0706600,BRW,Maartensdijk,Noodalarmering
0706601,BRW,Groenekan,Noodalarmering
0706602,BRW,Westbroek-Tienhoven,Noodalarmering
0706605,BRW,De Bilt,Bevelvoerder van Dienst
0706606,BRW,Groenekan,Bevelvoerder van Dienst
0706607,BRW,Maartensdijk,Bevelvoerder van Dienst
0706766,BRW,Doorn,AED Alarm
0706768,BRW,Doorn,Postcommandant
0706769,BRW,Doorn,Ploeg 1
0706770,BRW,Doorn,Ploeg 2
0706771,BRW,Doorn,Ploeg 3
0706772,BRW,Doorn,Bezetting AL Ploeg 1
0706773,BRW,Doorn,Bezetting AL Ploeg 2
0706774,BRW,Doorn,Bezetting AL Ploeg 3
0706775,BRW,Heuvelrug,OvD (Heuvelrug West)
0706776,BRW,Doorn,Noodalarmering
0706778,BRW,Doorn,Bevelvoerder van Dienst
0706779,BRW,Doorn,Bezetting TS Dagondersteuning
0706780,BRW,Doorn,Bezetting AL Dagondersteuning
0706826,BRW,Driebergen,AED Alarm
0706829,BRW,Driebergen,Postcommandant
0706830,BRW,Driebergen,Ploeg 1
0706831,BRW,Driebergen,Ploeg 2
0706833,BRW,Driebergen,Bevelvoerder van Dienst
0706835,BRW,Driebergen,Postalarm
0706836,BRW,Driebergen,Noodalarmering
0706891,BRW,Eemnes,AED Alarm
0706895,BRW,Eemnes,Postalarm
0706896,BRW,Eemnes,Bevelvoerder van Dienst
0706897,BRW,Eemnes,Noodalarmering
0706898,BRW,Eemnes,Postcommandant
0706899,BRW,Eemnes,COT
0706941,BRW,Houten-Oost,AED Alarm
0706942,BRW,Houten-West,AED Alarm
0706943,BRW,Schalkwijk,AED Alarm
0706947,BRW,Lekstroom,OvD (Lekstroom)
0706948,BRW,Houten,Postalarm
0706951,BRW,Houten-West,Kazernetechniek
0706952,BRW,Houten-West,Bezetting CO-MU
0706954,BRW,Schalkwijk,Verkenningseenheid
0706955,BRW,Schalkwijk,Postalarm
0706956,BRW,Schalkwijk,Kazernetechniek
0706957,BRW,Schalkwijk,Noodalarmering
0706958,BRW,Houten,Noodalarmering
0706959,BRW,Houten-Oost,Bezetting TS
0706960,BRW,Houten-Oost,Kazernetechniek
0706961,BRW,Houten-West,Bezetting TS
0706963,BRW,Houten-West,Bezetting SB
0706964,BRW,Houten-West,Bevelvoerder van Dienst
0706965,BRW,Houten-Oost,Bevelvoerder van Dienst
0706966,BRW,Schalkwijk,Bevelvoerder van Dienst
0707000,BRW,Regionaal,Team Paraatheid & Inzet
0707042,BRW,IJsselstein,AED Alarm
0707043,BRW,IJsselstein,COT
0707044,BRW,IJsselstein,Bevelvoerder van Dienst
0707045,BRW,IJsselstein,Bezetting AL
0707048,BRW,Lekstroom,OvD (Lekstroom Noord)
0707049,BRW,IJsselstein,Noodalarmering
0707051,BRW,IJsselstein,Postalarm
0707111,BRW,Leersum,AED Alarm
0707112,BRW,Leersum,COT
0707115,BRW,Leersum,Ploeg 1
0707116,BRW,Leersum,Postalarm
0707117,BRW,Leersum,Bevelvoerder van Dienst
0707118,BRW,Leersum,Ploeg 2
0707119,BRW,Leersum,Ploeg 3
0707120,BRW,Leersum,Chauffeur QRT
0707161,BRW,Leusden,AED Alarm
0707164,BRW,Leusden,Ploeg 1
0707165,BRW,Leusden,Ploeg 2
0707166,BRW,Leusden,Dienstwisselcode
0707167,BRW,Achterveld,Postalarm
0707168,BRW,Leusden,Bevelvoerder van Dienst
0707170,BRW,Leusden,Postcommandant
0707171,BRW,Achterveld,Bevelvoerder van Dienst
0707172,BRW,Leusden,Chauffeur van Dienst
0707174,BRW,Leusden,Postalarm
0707175,BRW,Achterveld,Noodalarmering
0707177,BRW,Achterveld,AED Alarm
0707256,BRW,Nigtevecht,AED Alarm
0707261,BRW,Nigtevecht,Bevelvoerder van Dienst
0707263,BRW,Loenen aan de Vecht,Postalarm
0707264,BRW,Loenen aan de Vecht,Bevelvoerder van Dienst
0707265,BRW,Loenen aan de Vecht,AED Alarm
0707266,BRW,Nigtevecht,Postalarm
0707267,BRW,Loenen aan de Vecht,Noodalarmering
0707268,BRW,Nigtevecht,Noodalarmering
0707269,BRW,Loenen aan de Vecht,Brugwachter Cronenburgherbrug
0707270,BRW,Nigtevecht,Brugwachter
0707351,BRW,Lopik,Postcommandant
0707352,BRW,Lopik,Postalarm
0707354,BRW,Benschop,Postcommandant
0707355,BRW,Benschop,Bevelvoerder van Dienst
0707356,BRW,Benschop,Ploeg 1
0707357,BRW,Benschop,Ploeg 2
0707358,BRW,Lopik,Kazernetechniek
0707363,BRW,Lopik,Noodalarmering
0707364,BRW,Benschop,Noodalarmering
0707501,BRW,Maarn-Maarsbergen,AED Alarm
0707507,BRW,Maarn-Maarsbergen,Ploeg A
0707508,BRW,Maarn-Maarsbergen,Dienstwisselcode
0707509,BRW,Maarn-Maarsbergen,Ploeg B
0707510,BRW,Maarn-Maarsbergen,Kazernetechniek
0707513,BRW,Maarn-Maarsbergen,Bevelvoerder van Dienst
0707514,BRW,Maarn-Maarsbergen,Noodalarmering
0707515,BRW,Maarn-Maarsbergen,Bemanning HV
0707516,BRW,Maarn-Maarsbergen,Postalarm
0707563,BRW,Maarssen,AED Alarm
0707564,BRW,Maarsseveen-Tienhoven,AED Alarm
0707568,BRW,Maarssen,Postcommandant
0707572,BRW,Maarssen,Poller Kaatsbaan/Nassaustraat
0707573,BRW,Maarssen,Postalarm
0707574,BRW,Maarssen,Duikploeg
0707575,BRW,Maarssen,Bezetting AL
0707582,BRW,Maarsseveen-Tienhoven,Postalarm
0707583,BRW,Maarssen,Bevelvoerder van Dienst
0707584,BRW,Maarssen,Noodalarmering
0707585,BRW,Maarsseveen-Tienhoven,Noodalarmering
0707586,BRW,Maarssen,Commandant
0707711,BRW,Montfoort,AED Alarm
0707712,BRW,Linschoten,AED Alarm
0707718,BRW,Linschoten,COT
0707719,BRW,Montfoort,Postcommandant
0707720,BRW,Montfoort,Postalarm
0707721,BRW,Montfoort,Ploeg 1
0707722,BRW,Montfoort,Ploeg 2
0707724,BRW,Montfoort,Chauffeurs HA
0707726,BRW,Linschoten,Postcommandant
0707727,BRW,Linschoten,Postalarm
0707728,BRW,Linschoten,Ploeg 1
0707729,BRW,Linschoten,Ploeg 2
0707730,BRW,Linschoten,Bevelvoerder van Dienst
0707731,BRW,Rijn & Venen,OvD (Rijn & Venen Zuid)
0707732,BRW,Montfoort,Noodalarmering
0707733,BRW,Linschoten,Noodalarmering
0707734,BRW,Montfoort,Brugwachter
0707811,BRW,Nieuwegein Noord,AED Alarm
0707812,BRW,Nieuwegein Zuid,AED Alarm
0707819,BRW,Nieuwegein Zuid,Postalarm
0707820,BRW,Nieuwegein Noord,Dagdienst
0707821,BRW,Nieuwegein Zuid,Bevelvoerder van Dienst
0707822,BRW,Nieuwegein Noord,Chauffeur QRT
0707824,BRW,Nieuwegein Noord,Postalarm
0707838,BRW,Nieuwegein Noord,Postcommandant
0707839,BRW,Nieuwegein Zuid,Noodalarmering
0707840,BRW,Nieuwegein Noord,Noodalarmering
0707841,BRW,Nieuwegein,Centrale Brugbedieningspost
0707927,BRW,Oudewater,AED Alarm
0707928,BRW,Oudewater,Brugwachter
0707929,BRW,Oudewater,Postalarm
0707932,BRW,Oudewater,Noodalarmering
0707933,BRW,Oudewater,Bevelvoerder van Dienst
0707934,BRW,Oudewater,Opvang&Nazorg
0707935,BRW,Oudewater,Verzorgingsgroep West
0707991,BRW,Renswoude,AED Alarm
0707992,BRW,Renswoude,Postcommandant
0707994,BRW,Renswoude,Postalarm
0707995,BRW,Renswoude,Noodalarmering
0707996,BRW,Renswoude,Bevelvoerder van Dienst
0707997,BRW,Renswoude,COT
0708031,BRW,Rhenen-Achterberg,AED Alarm
0708032,BRW,Elst,AED Alarm
0708038,BRW,Rhenen-Achterberg,Postalarm
0708039,BRW,Rhenen-Achterberg,Ploeg 1
0708040,BRW,Rhenen-Achterberg,Ploeg 2
0708042,BRW,Rhenen-Achterberg,Postcommandant
0708044,BRW,Rhenen-Achterberg,Bevelvoeder van dienst
0708048,BRW,Elst,Postcommandant
0708049,BRW,Elst,Bevelvoerder van Dienst
0708050,BRW,Elst,Postalarm
0708051,BRW,Elst,MFT (Multifunctioneel Terreinvoertuig) Patientenvervoer
0708052,BRW,Rhenen-Achterberg,Noodalarmering
0708054,BRW,Elst,Noodalarmering
0708056,BRW,Rhenen,Roadblocks
0708126,BRW,Mijdrecht,AED Alarm
0708127,BRW,Vinkeveen,AED Alarm
0708132,BRW,Mijdrecht,TCO
0708133,BRW,Vinkeveen,TCO
0708134,BRW,Mijdrecht,Duikploeg
0708135,BRW,Mijdrecht,Postalarm
0708136,BRW,Mijdrecht,Ploeg 1
0708137,BRW,Mijdrecht,Ploeg 2
0708138,BRW,Mijdrecht,Bezetting AL Ploeg 1
0708139,BRW,Mijdrecht,Bezetting AL Ploeg 2
0708140,BRW,Mijdrecht,Bevelvoerder van Dienst
0708141,BRW,Vinkeveen,Postalarm
0708142,BRW,Vinkeveen,Schippers
0708143,BRW,Vinkeveen,Bevelvoerder van Dienst
0708144,BRW,Wilnis,Postalarm
0708147,BRW,Wilnis,Bevelvoerder van Dienst
0708148,BRW,Mijdrecht,Noodalarmering
0708149,BRW,Vinkeveen,Noodalarmering
0708150,BRW,Wilnis,Noodalarmering
0708153,BRW,De Ronde Venen,Verkeerstechniek
0708154,BRW,Mijdrecht,Dienstwisselcode
0708156,BRW,De Ronde Venen,Monitorcode
0708191,BRW,Soest,AED Alarm
0708192,BRW,Soesterberg,AED Alarm
0708194,BRW,Soest-Hoofdpost,AED Alarm
0708294,BRW,Soest-Hoofdpost,TCO
0708295,BRW,Soest-Hoofdpost,Postalarm
0708296,BRW,Soest Nevenpost,Postalarm
0708297,BRW,Soest-Hoofdpost,Bezetting AL
0708298,BRW,Soest,Bevelvoerder van Dienst
0708299,BRW,Soest-Hoofdpost,Kazernetechniek
0708300,BRW,Soest,Noodalarmering
0708301,BRW,Soesterberg,Noodalarmering
0708302,BRW,Soesterberg,Postalarm
0708303,BRW,Soesterberg,Bevelvoerder van Dienst
0708304,BRW,Soest-Hoofdpost,Bezetting HA
0708305,BRW,Soest-Hoofdpost + Nevenpost,Postalarm
0708306,BRW,Soesterberg,Bezetting VZ
0708308,BRW,Soest Nevenpost,Kazernetechiek
0708310,BRW,Soest,Postcommandant
0708431,BRW,De Meern,AED Alarm
0708432,BRW,Utrecht Zuilen,AED Alarm
0708433,BRW,Vleuten,AED Alarm
0708441,BRW,Utrecht,OvD (Utrecht)
0708442,BRW,Utrecht Tolsteeg,Kazernealarm
0708447,BRW,Utrecht Tolsteeg,Bevelvoerder van Dienst
0708450,BRW,Utrecht Schepenbuurt,Kazernealarm
0708456,BRW,Utrecht Schepenbuurt,COT
0708457,BRW,Schepenbuurt,Bevelvoerder van Dienst
0708460,BRW,Utrecht Voordorp,Kazernealarm
0708468,BRW,Utrecht Voordorp,Bevelvoerder van Dienst
0708469,BRW,Utrecht Voordorp,TCO
0708470,BRW,Utrecht Leidsche Rijn,Kazernealarm
0708482,BRW,Utrecht Leidsche Rijn,COT
0708483,BRW,Utrecht,"Piket Uitrusting, Materieel & Logistiek"
0708484,BRW,Utrecht Leidsche Rijn,Bevelvoerder van dienst
0708489,BRW,Regionaal,Pelotonscommandant Logistiek
0708490,BRW,Utrecht Zuilen,Bevelvoerder van dienst
0708491,BRW,Utrecht Zuilen,Piketploeg
0708492,BRW,Utrecht Zuilen,Ploeg 1
0708493,BRW,Utrecht Zuilen,Ploeg 2
0708494,BRW,Utrecht Zuilen,Ploeg 3
0708495,BRW,Utrecht Zuilen,Postalarm
0708500,BRW,De Meern,Bevelvoerder van Dienst
0708501,BRW,De Meern,Ploeg 1
0708502,BRW,De Meern,Ploeg 2
0708503,BRW,De Meern,Ploeg 3
0708507,BRW,De Meern,Postalarm
0708515,BRW,Vleuten,Postalarm
0708518,BRW,Vleuten,Bevelvoerder van Dienst
0708519,BRW,Vleuten,Roadblocks
0708520,BRW,Utrecht Noord,Noodalarmering
0708521,BRW,Utrecht Leidsche Rijn,Noodalarmering
0708522,BRW,Utrecht Oost,Noodalarmering
0708523,BRW,Utrecht Tolsteeg,Noodalarmering
0708524,BRW,Utrecht Zuilen,Noodalarmering
0708525,BRW,De Meern,Noodalarmering
0708526,BRW,Vleuten,Noodalarmering
0708527,BRW,De Meern,TCO
0708790,BRW,Veenendaal,AED Alarm
0708791,BRW,Veenendaal,Kazernetechniek
0708792,BRW,Veenendaal,Postcommandant
0708793,BRW,Heuvelrug,OvD (Heuvelrug Oost)
0708795,BRW,Veenendaal,COT
0708796,BRW,Veenendaal,Gaspakdragers
0708797,BRW,Veenendaal,Bezetting Leiding & Coördinatie Unit
0708798,BRW,Veenendaal,Postalarm
0708799,BRW,Veenendaal,Bezetting TS Ploeg 1
0708800,BRW,Veenendaal,Piketploeg 1
0708801,BRW,Veenendaal,Bezetting TS Ploeg 2
0708802,BRW,Veenendaal,Piketploeg 2
0708803,BRW,Veenendaal,Bezetting TS Ploeg 3
0708804,BRW,Veenendaal,Piketploeg 3
0708805,BRW,Veenendaal,Bezetting AL Ploeg 1
0708806,BRW,Veenendaal,Bezetting AL Ploeg 2
0708807,BRW,Veenendaal,Bezetting AL Ploeg 3
0708808,BRW,Veenendaal,Chauffeurs Dagdienst
0708809,BRW,Veenendaal,Roadblocks
0708810,BRW,Veenendaal,Bevelvoerder van Dienst
0708814,BRW,Veenendaal,Dienstwisselcode
0708815,BRW,Veenendaal,Noodalarmering
0708816,BRW,Heuvelrug,"Uitrusting, Materieel & Logistiek"
0708886,BRW,Vianen,AED Alarm
0708887,BRW,Hagestein,AED Alarm
0708890,BRW,Vianen,Bevelvoerder van Dienst
0708893,BRW,Vianen,Bezetting TS Ploeg A
0708894,BRW,Vianen,Bezetting TS Ploeg B
0708896,BRW,Vianen,Oppervlaktewater Redteam
0708897,BRW,Vianen,Ruilcode
0708898,BRW,Vianen,Postalarm
0708899,BRW,Vianen,Bezetting BRV
0708900,BRW,Vianen,Bezetting HW
0708901,BRW,Vianen,COT
0708905,BRW,Hagestein,Postalarm
0708906,BRW,Vianen,Bevelvoerder van Dienst
0708907,BRW,Vianen,Noodalarmering
0708908,BRW,Hagestein,Noodalarmering
0708909,BRW,Leerdam,AED Alarm
0708910,BRW,Leerdam,Piketploeg
0708911,BRW,Leerdam,Postalarm
0708912,BRW,Leerdam,Bezetting AL
0708913,BRW,Leerdam,Bevelvoerder van Dienst
0708914,BRW,Leerdam,Kazernetechniek
0708915,BRW,Leerdam,Noodalarmering
0708919,BRW,Schoonrewoerd,AED Alarm
0708920,BRW,Schoonrewoerd,Postalarm
0708921,BRW,Schoonrewoerd,Bezetting WT
0708922,BRW,Schoonrewoerd,Bevelvoerder van Dienst
0708923,BRW,Schoonrewoerd,Noodalarmering
0708924,BRW,Ameide,AED Alarm
0708925,BRW,Ameide,Postalarm
0708926,BRW,Ameide,Bevelvoerder van Dienst
0708927,BRW,Ameide,Noodalarmering
0708929,BRW,Lexmond,AED Alarm
0708930,BRW,Lexmond,Postalarm
0708931,BRW,Lexmond,Bevelvoerder van Dienst
0708932,BRW,Lexmond,Noodalarmering
0708933,BRW,Lexmond,Brug Merwedekanaal
0708934,BRW,Meerkerk,AED Alarm
0708935,BRW,Meerkerk,Postalarm
0708936,BRW,Meerkerk,Bezetting HV
0708937,BRW,Meerkerk,Bevelvoerder van Dienst
0708938,BRW,Meerkerk,Noodalarmering
0708940,BRW,Leerdam,TCO
0708941,BRW,Schoonrewoerd,TCO
0708942,BRW,Ameide,TCO
0708943,BRW,Lexmond,TCO
0708944,BRW,Meerkerk,TCO
0708991,BRW,Wijk bij Duurstede,AED Alarm
0708992,BRW,Cothen-Langbroek,AED Alarm
0708994,BRW,Wijk bij Duurstede,Postcommandant
0708995,BRW,Wijk bij Duurstede,Opvang&Nazorg
0708996,BRW,Wijk bij Duurstede,Bezetting BRV
0708997,BRW,Wijk bij Duurstede,Postalarm
0708998,BRW,Wijk bij Duurstede,Kazernetechniek
0709000,BRW,Wijk bij Duurstede,Bevelvoerder van Dienst
0709002,BRW,Cothen-Langbroek,Postcommandant
0709003,BRW,Cothen-Langbroek,Postalarm
0709004,BRW,Cothen-Langbroek,Rietdak Brandbestrijdingsteam
0709005,BRW,Cothen-Langbroek,Bevelvoerder van Dienst
0709006,BRW,Wijk bij Duurstede,Noodalarmering
0709007,BRW,Cothen-Langbroek,Kazernetechniek
0709008,BRW,Cothen-Langbroek,Noodalarmering
0709009,BRW,Wijk bij Duurstede,Duikploeg
0709091,BRW,Woerden,AED Alarm
0709092,BRW,Harmelen,AED Alarm
0709093,BRW,Kamerik,AED Alarm
0709094,BRW,Zegveld,AED Alarm
0709096,BRW,Woerden,Postcommandant
0709098,BRW,Woerden,Postalarm
0709099,BRW,Woerden,Piketgroep
0709100,BRW,Woerden,Bezetting AL ANW
0709101,BRW,Woerden,Bezetting AL Dagdienst
0709102,BRW,Kamerik,Rietdak Brandbestrijdingsteam
0709103,BRW,Harmelen,Postcommandant
0709104,BRW,Harmelen,Ploeg 1
0709105,BRW,Harmelen,Ploeg 2
0709106,BRW,Kamerik,Postcommandant
0709107,BRW,Kamerik,Ploeg 1
0709108,BRW,Kamerik,Ploeg 2
0709109,BRW,Zegveld,Postcommandant
0709110,BRW,Zegveld,Postalarm
0709112,BRW,Woerden,Noodalarmering
0709113,BRW,Harmelen,Noodalarmering
0709114,BRW,Zegveld,Noodalarmering
0709115,BRW,Kamerik,Noodalarmering
0709117,BRW,Woerden,Brugwachter Kwakelbrug
0709118,BRW,Woerden,TCO
0709120,BRW,Zegveld,TCO
0709121,BRW,Kamerik,TCO
0709122,BRW,Woerden,Kazernetechniek
0709124,BRW,Woerden,Vakantieploeg
0709125,BRW,Woerden,Oppervlakteredders
0709128,BRW,Woerden,Bevelvoerder van Dienst
0709230,BRW,Woudenberg,TCO
0709280,BRW,Woudenberg,AED Alarm
0709281,BRW,Woudenberg,Postcommandant
0709282,BRW,Woudenberg,Bevelvoerder van Dienst
0709283,BRW,Woudenberg,Postalarm
0709284,BRW,Woudenberg,Ploeg 1
0709285,BRW,Woudenberg,Ploeg 2
0709287,BRW,Woudenberg,Kazernetechniek
0709288,BRW,Woudenberg,Noodalarmering
0709289,BRW,Woudenberg,Chauffeurs
0709341,BRW,Zeist,AED Alarm
0709342,BRW,Den Dolder,AED Alarm
0709347,BRW,Zeist,TCO
0709350,BRW,Den Dolder,Postalarm
0709351,BRW,Zeist,Bezetting HA
0709353,BRW,Zeist,Ploeg 1
0709354,BRW,Zeist,Ploeg 2
0709356,BRW,Zeist,Postalarm
0709357,BRW,Zeist,Kazernealarm
0709358,BRW,Zeist,Dagdienst
0709360,BRW,Binnensticht/Lekstroom,Piket UML Binnensticht/Lekstroom
0709361,BRW,Zeist,Postalarm
0709362,BRW,Den Dolder,Noodalarmering
0709400,BRW,Regionaal,Functionaris Logistiek West
0709401,BRW,Regionaal,Functionaris Logistiek Oost
0709498,BRW,Regionaal,Adviseur Gevaarlijke Stoffen (Oost)
0709499,BRW,Regionaal,Coordinator Verkenningseenheden IBGS
0709500,BRW,Regionaal,HOvD-B/Leider CoPI West
0709501,BRW,Regionaal,HOvD-B/Leider CoPI Oost
0709505,BRW,Regionaal,Informatiemanager Verspreiding Natuurbrand
0709507,BRW,RAC,Centralist
0709508,BRW,RAC,Centralist
0709509,BRW,RAC,Centralist
0709510,BRW,RAC,Centralist
0709511,BRW,RAC,Centralist
0709512,BRW,RAC,Centralist
0709513,BRW,RAC,Centralist
0709514,BRW,RAC,Centralist
0709515,BRW,RAC,Centralist
0709516,BRW,RAC,Centralist
0709517,BRW,RAC,Centralist
0709518,BRW,RAC,Centralist
0709519,BRW,RAC,Centralist
0709520,BRW,RAC,Centralist
0709522,BRW,RAC,Centralist
0709527,BRW,RAC,PiketCentralist
0709529,BRW,RAC,Coordinator
0709530,BRW,Regionaal,Hoofd Sectie Ondersteuning ROT
0709531,BRW,RAC,Leiding
0709532,BRW,Regionaal,Commandanten van Dienst (Groepscode)
0709533,BRW,Regionaal,Commandant van Dienst
0709534,BRW,Regionaal,Adviseur Gevaarlijke Stoffen (West)
0709535,BRW,Regionaal,Adviseur Gevaarlijke Stoffen (Oost)
0709539,BRW,Regionaal,Regionaal Operationeel Leider
0709540,BRW,Regionaal,Informatiemanager CoPI Oost
0709541,BRW,Regionaal,Informatiemanager CoPI West
0709542,BRW,Regionaal,Informatiemanager ROT
0709543,BRW,Regionaal,Medewerker Sectie Informatie ROT
0709545,BRW,Regionaal,Groepsalarm Regionaal Operationeel Leiders
0709550,BRW,Regionaal,Directeur VRU
0709551,BRW,Regionaal,HOvD's Oost (Groepscode)
0709553,BRW,Regionaal,Procesbewaker Communicatie ROT
0709555,BRW,Regionaal,Notulist RBT
0709556,BRW,Regionaal,Ondersteunend Secretaris RBT
0709557,BRW,Regionaal,HOvD's West (Groepscode)
0709560,BRW,Eemland,Monitorcode
0709561,BRW,Binnensticht/Lekstroom,Monitorcode
0709562,BRW,Heuvelrug,Monitorcode
0709563,BRW,Utrecht,Monitorcode
0709564,BRW,Rijn & Venen,Monitorcode
0709566,BRW,Regionaal,Algemeen Commandant Bevolkingszorg
0709567,BRW,Regionaal,Communicatieadviseur ROT
0709568,BRW,Regionaal,Infocode Natuurbrandbestrijding
0709569,BRW,Regionaal,Lid Sectie Brandweer Medewerker Informatiemanagement
0709570,BRW,Regionaal,Algemeen Commandant Brandweerzorg
0709571,BRW,Regionaal,Coordinator van Dienst Team Opvang & Nazorg
0709572,BRW,Regionaal,Team Opvang en Nazorg
0709573,BRW,GMK,Calamiteiten Coordinator
0709575,BRW,Regionaal,Coordinerend Informatiemanager
0709580,BRW,Regionaal,Piket Voertuigen en Inventaris
0709590,BRW,Utrecht Leidsche Rijn,Medewerkers Logistiek Centraal Dagploeg
0709591,BRW,Utrecht Leidsche Rijn,Medewerkers Logistiek & Ondersteuning Ploeg 1
0709592,BRW,Utrecht Leidsche Rijn,Medewerkers Logistiek & Ondersteuning Ploeg 2
0709593,BRW,Utrecht Leidsche Rijn,Medewerkers Logistiek & Ondersteuning Ploeg 3
0709594,BRW,RAC,Piket ICT
0709595,BRW,Utrecht Leidsche Rijn,Medewerkers Logistiek Centraal (Groepsalarm)
0709596,BRW,Utrecht Leidsche Rijn,Medewerkers Logistiek Centraal
0709597,BRW,Regionaal,Quick Response Team (Teamleden)
0709598,BRW,Regionaal,Quick Response Team (Ploegleiders)
0709600,BRW,Regionaal,Geo Informatie Medewerker ROT
0709602,BRW,Regionaal,Boswachters (Groepscode)
0709603,BRW,Regionaal,Lichtkrant Kazernes
