capcode,discipline,locatie/divisie,beschrijving
0709604,BRW,MKB Utrecht >,MKB Gelderland Midden Infocode
0709605,BRW,MKB Utrecht >,MKB Gooi en Vechtstreek Infocode
0709606,BRW,MKB Utrecht >,MKB Den Haag (Infocode)
0709609,BRW,Regionaal,Voorlichter
0709610,BRW,Regionaal,Communicatieadviseur CoPI
0709611,BRW,RAC,Centralist
0709612,BRW,RAC,Centralist
0709613,BRW,RAC,Centralist
0709614,BRW,RAC,Centralist
0709616,BRW,RAC,Centralist
0709617,BRW,RAC,Centralist
0709640,BRW,Eemland,OvD-Bevolkingszorg
0709641,BRW,De Bilt,OvD-Bevolkingszorg
0709643,BRW,Lekstroom,OvD-Bevolkingszorg
0709644,BRW,Heuvelrug,OvD-Bevolkingszorg
0709645,BRW,de Ronde Venen,OvD-Bevolkingszorg
0709646,BRW,Stichtse Vecht,OvD-Bevolkingszorg
0709647,BRW,Utrecht,OvD-Bevolkingszorg
0709648,BRW,Woerden/Oudewater,OvD-Bevolkingszorg
0709649,BRW,Zeist/Bunnik,OvD-Bevolkingszorg
0709682,BRW,Eemnes,Verkenningseenheid IBGS
0709684,BRW,Leersum,Verkenningseenheid IBGS
0709686,BRW,Mijdrecht,Verkenningseenheid
0709700,BRW,Leusden,DPH 2261
0709706,BRW,Soest,BPH 3364
0709709,BRW,Zeist,SLH 6662
0709711,BRW,Soest,WBH 3366
0709714,BRW,Leusden,Bezetting WTH-NB 2265
0709718,BRW,Soest,BSH 3387
0709727,BRW,Regionaal,Team Brandonderzoek
0709730,BRW,Regionaal,OvD Defensie
0709731,BRW,Regionaal,Aansturing RTV Utrecht
0709732,BRW,MKB Utrecht >,MKB Rotterdam (Infocode)
0709733,BRW,MKB Utrecht >,Amsterdam-Amstelland (Uithoorn) (TS)
0709735,BRW,MKB Utrecht >,MKB Amsterdam (Infocode)
0709756,BRW,MKB Utrecht >,BRW Amsterdam-Amstelland (Driemond) (Bezetting TS)
0709790,BRW,Waterschap,Waterschap Vallei en Veluwe
0709791,BRW,Waterschap,Stichtse Rijnlanden
0709792,BRW,Waterschap,"Amstel, Gooi en Vecht"
0709793,BRW,Waterschap,Rivierenland
0726003,AMBU,Meldkamer Ambulancezorg,Regionale Infocode
0726007,AMBU,RAV Utrecht,Crisiscoördinator
0726012,AMBU,GHOR Utrecht,CvD-G (Groepscode)
0726013,AMBU,GHOR Utrecht,Hoofd Informatie Gezondheidszorg (Groepscode)
0726015,AMBU,MKA Utrecht,Algemeen Commandant Geneeskundige Zorg
0726016,AMBU,MKA Utrecht,Arts Landelijk Centrum Infectiezieken
0726017,AMBU,GHOR Utrecht,OvD-G (Groepscode)
0726018,AMBU,MKA Utrecht,Operationeel Directeur Publieke Gezondheidszorg (Groepsalarm)
0726020,AMBU,GHOR Utrecht,Leider PSH
0726060,AMBU,GHOR Utrecht,Hoofd Ondersteuning Gezondheidszorg
0726061,AMBU,MKA Utrecht,Achterwacht
0726063,AMBU,GHOR Utrecht,OvD-G Oost
0726064,AMBU,GHOR Utrecht,Hoofd Informatie Gezondheidszorg
0726066,AMBU,GHOR Utrecht,Algemeen Commandant Geneeskundige Zorg
0726067,AMBU,GHOR Utrecht,OvD-G West
0726068,AMBU,GHOR Utrecht,Operationeel Directeur Publieke Gezondheid
0726069,AMBU,GHOR Utrecht,Hoofd Publieke Gezondheidszorg / Crisiscoordinator GGD
0726071,AMBU,Rode Kruis,NRK Noodhulp-Team UGS1 Utrecht
0726101,AMBU,Utrecht,Ambulance 09-101
0726102,AMBU,Utrecht,Ambulance 09-102
0726103,AMBU,Utrecht,Ambulance 09-103
0726104,AMBU,Utrecht,Ambulance 09-104
0726105,AMBU,Leusden,Ambulance 09-105
0726106,AMBU,Utrecht,Ambulance 09-106
0726107,AMBU,Utrecht,Ambulance 09-107
0726108,AMBU,Utrecht,Ambulance 09-108
0726109,AMBU,Utrecht,Ambulance 09-109
0726111,AMBU,Leusden,Ambulance 09-111
0726112,AMBU,Leusden,Ambulance 09-112
0726114,AMBU,Utrecht,Ambulance 09-114
0726115,AMBU,Utrecht,Ambulance 09-115
0726116,AMBU,Nieuwegein,Ambulance 09-116
0726117,AMBU,Nieuwegein,Ambulance 09-117
0726118,AMBU,Nieuwegein,Ambulance 09-118
0726119,AMBU,Utrecht,Ambulance 09-119
0726120,AMBU,Utrecht,Ambulance 09-120
0726121,AMBU,Vinkeveen,Ambulance 09-121
0726122,AMBU,Vinkeveen,Ambulance 09-122
0726123,AMBU,Vinkeveen,Ambulance 09-123
0726124,AMBU,Utrecht,Ambulance 09-124
0726125,AMBU,Utrecht,Ambulance 09-125
0726126,AMBU,Utrecht,Ambulance 09-126
0726127,AMBU,Maarssen,Ambulance 09-127
0726128,AMBU,Maarssen,Ambulance 09-128
0726129,AMBU,Nieuwegein,Ambulance 09-129
0726130,AMBU,Woerden,Ambulance 09-130
0726131,AMBU,Woerden,Ambulance 09-131
0726133,AMBU,Rhenen,Ambulance 09-133
0726134,AMBU,Amersfoort,Ambulance 09-134
0726135,AMBU,Amersfoort,Ambulance 09-135
0726136,AMBU,Amersfoort,Ambulance 09-136
0726137,AMBU,Amersfoort,Ambulance 09-137
0726138,AMBU,Zeist,Ambulance 09-138
0726140,AMBU,Doorn,Ambulance 09-140
0726141,AMBU,Doorn,Ambulance 09-141
0726142,AMBU,Amersfoort,Ambulance 09-142
0726143,AMBU,Amersfoort,Ambulance 09-143
0726144,AMBU,Amersfoort,Ambulance 09-144
0726145,AMBU,Rhenen,Ambulance 09-145
0726146,AMBU,Rhenen,Ambulance 09-146
0726147,AMBU,Amersfoort,Ambulance 09-147
0726148,AMBU,Zeist,Ambulance 09-148
0726149,AMBU,Zeist,Ambulance 09-149
0726150,AMBU,Utrecht,Ambulance 09-150
0726541,AMBU,Regionaal,Micu 09-301
0726542,AMBU,Regionaal,Micu 09-302
0726543,AMBU,Regionaal,Micu 09-303
0726545,AMBU,Regionaal,Babylance 09-310
0726550,AMBU,Regionaal,MotorAmbu 09-320
0726551,AMBU,Regionaal,MotorAmbu 09-321
0726552,AMBU,Regionaal,MotorAmbu 09-322
0726553,AMBU,Regionaal,MotorAmbu 09-323
0726554,AMBU,Regionaal,MotorAmbu 09-324
0726560,AMBU,Utrecht,Rapid Responder 09-340
0726561,AMBU,Amersfoort,Rapid Responder 09-341
0726562,AMBU,Utrecht,Rapid Responder 09-342
0726563,AMBU,Doorn,Rapid Responder 09-343
0726564,AMBU,Utrecht,Rapid Responder 09-344
0726565,AMBU,Utrecht,Rapid Responder 09-345
0726566,AMBU,Utrecht,Rapid Responder 09-346
0726568,AMBU,Utrecht,Rapid Responder 09-350
0726570,AMBU,Regionaal,Rapid Responder/OvD-G 09-380
0726571,AMBU,Regionaal,Rapid Responder/OvD-G 09-381
0726572,AMBU,Regionaal,Rapid Responder/OvD-G 09-382
0726576,AMBU,Regionaal,Fiets Ambulance 09-356
0726577,AMBU,Regionaal,Fiets Ambulance 09-357
0726580,AMBU,Regionaal,Laagcomplexe zorg 09-404
0726581,AMBU,Regionaal,Laagcomplexe zorg 09-402
0726583,AMBU,Regionaal,Laagcomplexe zorg 09-408
0726584,AMBU,Regionaal,Laagcomplexe zorg 09-409
0726585,AMBU,Regionaal,Laagcomplexe zorg 09-405
0726586,AMBU,Regionaal,Laagcomplexe zorg 09-406
0726587,AMBU,Regionaal,Laagcomplexe zorg 09-407
0726588,AMBU,Regionaal,Laagcomplexe zorg 09-403
0726589,AMBU,Regionaal,Laagcomplexe zorg 09-401
0726590,AMBU,Regionaal,Middencomplexe zorg 09-207
0726591,AMBU,Regionaal,Middencomplexe zorg 09-206
0726592,AMBU,Regionaal,Middencomplexe zorg 09-203
0726593,AMBU,Regionaal,Middencomplexe zorg 09-205
0726594,AMBU,Regionaal,Middencomplexe zorg 09-208
0726595,AMBU,Regionaal,Rapid Responder 09-347
0726596,AMBU,Regionaal,Rapid Responder 09-348
0726597,AMBU,Regionaal,Middencomplexe zorg 09-202
0726598,AMBU,Regionaal,Middencomplexe zorg 09-201
0726599,AMBU,Regionaal,Middencomplexe zorg 09-204
0726600,AMBU,Regionaal,Middencomplexe zorg 09-209
0726601,AMBU,Regionaal,Middencomplexe zorg 09-210
0726602,AMBU,Regionaal,Middencomplexe zorg 09-211
0726900,AMBU,Meldkamer Ambulancezorg,Monitorcode Piketfunctionarissen
0726901,AMBU,Meldkamer Ambulancezorg,Proefalarm
0736001,POL,Politie Eenheid Midden-Nederland,SGBO (Piket0
0736006,POL,Politie Eenheid Midden-Nederland,SGBO (Algemeen Commandant)
0736050,POL,Politie Eenheid Midden-Nederland,BCCB (Monitorcode)
0736055,POL,Politie Eenheid Midden-Nederland,Piket Ondersteuningsgroep
0736064,POL,Politie Eenheid Midden-Nederland,Piket Verkenningseenheid
0736079,POL,Politie Eenheid Midden-Nederland,Piket Conflict- en Crisisbeheersing
0736080,POL,Politie Eenheid Midden-Nederland,Conflict- en Crisisbeheersing (1e Piket)
0736081,POL,Politie Eenheid Midden-Nederland,Conflict- en Crisisbeheersing (2e Piket)
0736082,POL,Politie Eenheid Midden-Nederland,BCCB (Piket Bedrijfsvoering & Werkprocessen)
0736087,POL,Politie Eenheid Midden-Nederland,TEV Cluster Zuid
0736090,POL,OC-P,Persinformatie
0736091,POL,Politie Eenheid Midden-Nederland,Piket Mediadesk Utrecht
0736096,POL,Politie Eenheid Midden-Nederland,Operationeel Aanspreekpunt Nautisch
0736097,POL,Politie Eenheid Midden-Nederland,Coordinator Droneteam Utrecht
0736098,POL,Politie Eenheid Midden-Nederland,Droneteam
0736900,POL,Politie Eenheid Midden-Nederland,District Utrecht (Monitorcode)
0736901,POL,Politie Eenheid Midden-Nederland,District Utrecht (Proefalarm)
0736992,POL,Politie Eenheid Midden-Nederland,District Utrecht (Afdeling Beheer)
0736994,POL,Politie Eenheid Midden-Nederland,District Utrecht (Afdeling Beheer)
0736999,POL,Politie Eenheid Midden-Nederland,District Utrecht (Piket GMK)
